date,high,low,closing,open,trades,shares,turnover
2016-11-11,75,73.5,74.9,70,7,"2,040","151,979.60"
2016-11-17,72,72,72,74.9,5,612,"44,064.00"
2016-11-18,71.8,71.7,71.8,72,2,700,"50,210.00"
2016-11-21,71.7,71.7,71.7,71.8,1,390,"27,963.00"
2016-11-24,74.6,71.7,74.6,71.7,7,"4,203","313,253.80"
2016-11-29,74.4,74.4,74.4,74.6,1,"4,000","297,600.00"
2016-12-01,74.9,74.6,74.8,74.4,5,260,"19,459.20"
2016-12-02,70,70,70,74.8,2,200,"14,000.00"
2016-12-05,70.4,70.4,70,70,1,50,"3,520.00"
2016-12-06,72.5,72.5,70,70,1,10,725
2016-12-08,71.2,70.3,71.2,70,3,"10,403","731,591.90"
2016-12-15,70.1,70.1,71.2,71.2,1,2,140.2
2016-12-21,65.1,65,65.1,71.2,2,209,"13,602.30"
2016-12-28,73.9,73.9,73.9,65.1,2,300,"22,170.00"
2016-12-29,70,70,70,73.9,3,979,"68,530.00"
2016-12-30,73.7,73.7,73.7,70,1,100,"7,370.00"
2017-01-02,73,71,73,73.7,3,"1,900","138,500.00"
2017-01-05,74.9,72.9,74.9,73,12,"3,232","239,489.90"
2017-01-06,75.9,75,75.9,74.9,4,800,"60,540.00"
2017-01-11,76,72.2,75.9,75.9,9,"14,300","1,085,330.00"
2017-01-13,78,77,78,75.9,10,"30,161","2,352,507.40"
2017-01-17,78.3,72.7,77.7,78,7,"11,716","909,965.20"
2017-01-25,77,72.7,77,77.7,3,653,"50,260.90"
2017-01-26,73.2,73.2,77,77,1,1,73.2
2017-01-27,78,76.9,77.2,77,17,"2,029","156,316.60"
2017-01-30,80,78,80,77.2,17,"9,808","783,618.80"
2017-01-31,78.5,77,80,80,2,50,"3,880.00"
2017-02-01,80,78,80,80,5,"52,382","4,187,979.60"
2017-02-02,80,79,79.9,80,4,"1,300","103,900.00"
2017-02-03,81,79,79.4,79.9,5,"1,300","103,950.00"
2017-02-06,84.9,79,79.1,79.4,13,"4,723","375,651.00"
2017-02-09,83.9,79.9,80.5,79.1,5,700,"56,350.00"
2017-02-13,83.9,75.4,80.5,80.5,4,4,318.6
2017-02-14,83,75.6,76.2,80.5,9,450,"35,147.40"
2017-02-15,85,81.7,85,76.2,46,"26,061","2,207,568.60"
2017-02-16,87,75.9,86.1,85,11,800,"67,885.80"
2017-02-17,86.9,83,86.1,86.1,7,77,"6,614.10"
2017-02-20,79,78.9,79,86.1,3,107,"8,452.30"
2017-02-21,86.9,85.9,86,79,16,"1,261","108,893.70"
2017-02-22,86.5,86.5,86,86,3,10,865
2017-02-23,86.4,86.3,86.4,86,6,107,"9,239.50"
2017-02-27,84,84,86.4,86.4,2,70,"5,880.00"
2017-02-28,83,83,86.4,86.4,2,2,166
2017-03-03,82.5,82.5,86.4,86.4,2,3,247.5
2017-03-06,82.3,82.3,86.4,86.4,1,1,82.3
2017-03-07,82.2,82.2,86.4,86.4,1,5,411
2017-03-09,81.5,77.1,77.2,86.4,11,901,"69,538.40"
2017-03-14,84.7,84.7,77.2,77.2,1,2,169.4
2017-03-17,83.9,82,83,77.2,14,887,"74,126.60"
2017-03-20,83,82.9,83,83,4,71,"5,892.80"
2017-03-21,84.9,82.9,83.1,83,13,101,"8,393.20"
2017-03-22,84,82.9,83,83.1,4,501,"41,544.60"
2017-03-23,84,83.9,83,83,3,10,839.6
2017-03-24,83,82.5,82.5,83,11,"1,611","133,010.10"
2017-03-27,75.9,71.3,75.3,82.5,7,356,"26,222.80"
2017-03-29,83.7,74,76.2,75.3,11,212,"16,146.00"
2017-03-31,74,74,74,76.2,6,147,"10,878.00"
2017-04-03,75,74.1,75,74,3,"50,550","3,790,780.00"
2017-04-04,75,75,75,75,1,200,"15,000.00"
2017-04-05,74,74,74,75,2,200,"14,800.00"
2017-04-06,76.9,74.5,75,74,8,"12,600","938,746.50"
2017-04-07,75.5,75.5,75.5,75,2,999,"75,424.50"
2017-04-11,76.8,76.8,75.5,75.5,1,1,76.8
2017-04-12,83,76.8,79.2,75.5,25,"2,960","234,460.60"
2017-04-17,81.9,75,79.9,79.2,10,189,"14,954.80"
2017-04-18,78.5,78.5,78.5,79.9,1,100,"7,850.00"
2017-04-19,77.2,77.2,78.5,78.5,1,2,154.4
2017-04-20,81.9,78,80.8,78.5,10,"1,069","86,429.50"
2017-04-21,78.3,78,78,80.8,4,"2,460","191,885.00"
2017-04-24,85,78.7,81.2,78,28,"266,384","22,631,979.10"
2017-04-25,85.5,85,85,81.2,10,"45,390","3,858,162.40"
2017-04-26,85,85,85,85,2,6,510
2017-04-27,86,84.5,85,85,5,399,"33,865.50"
2017-04-28,86,85,86,85,5,634,"54,390.00"
2017-05-02,86,86,86,86,4,650,"55,900.00"
2017-05-03,87,87,86,86,1,1,87
2017-05-04,92,85,89.7,86,24,"153,033","13,608,918.00"
2017-05-05,96,87,92.2,89.7,18,"9,397","865,553.40"
2017-05-08,94,94,94,92.2,1,100,"9,400.00"
2017-05-12,91,91,91,94,1,600,"54,600.00"
2017-05-15,95.5,92,93,91,25,"8,125","755,643.50"
2017-05-16,92.8,90,90,93,8,623,"56,086.30"
2017-05-17,92,92,90,90,1,10,920
2017-05-18,90,85,90,90,4,23,"2,019.00"
2017-05-19,92,90,90.5,90,3,371,"33,570.00"
2017-05-22,92.8,90.1,90.1,90.5,2,901,"81,182.80"
2017-05-23,90.2,90.2,90.1,90.1,2,70,"6,314.00"
2017-05-24,90.3,90.2,90.3,90.1,3,377,"34,035.40"
2017-05-25,97.2,90.2,97,90.3,14,"2,581","240,039.80"
2017-05-26,98.9,90.2,98.1,97,26,"1,855","180,263.40"
2017-05-29,99.5,98.6,99.3,98.1,4,129,"12,813.90"
2017-05-30,96.9,96.9,99.3,99.3,1,1,96.9
2017-05-31,95.9,94.8,95.5,99.3,6,606,"57,846.00"
2017-06-01,83.5,83.5,95.5,95.5,1,10,835
2017-06-02,89,84.3,86.2,95.5,11,775,"67,464.00"
2017-06-07,97,84,87,86.2,23,"2,600","230,302.60"
2017-06-12,88.9,88.9,87,87,1,4,355.6
2017-06-14,87.8,87.8,87,87,1,1,87.8
2017-06-15,85.3,85,85,87,3,189,"16,065.60"
2017-06-16,84.9,80,80.4,85,9,261,"20,994.40"
2017-06-19,84.7,80.1,80.1,80.4,6,459,"37,906.50"
2017-06-20,80.8,80.5,80.5,80.1,12,"1,400","112,750.50"
2017-06-21,80.7,80.5,80.6,80.5,8,"1,586","127,799.10"
2017-06-22,80.7,80.7,80.6,80.6,1,95,"7,666.50"
2017-06-23,80.7,80.7,80.6,80.6,1,1,80.7
2017-06-27,80.7,80,80,80.6,35,"14,560","1,168,767.10"
2017-06-28,80,80,80,80,13,"6,534","522,720.00"
2017-06-29,80,79.9,80,80,71,"52,704","4,216,318.90"
2017-06-30,83.3,80,80,80,28,"20,344","1,627,863.60"
2017-07-03,80.2,80,80.1,80,3,100,"8,006.00"
2017-07-04,85.1,83,83.4,80.1,21,441,"36,791.50"
2017-07-06,84.9,80.3,84.1,83.4,22,"1,083","90,663.00"
2017-07-07,84.9,84.8,84.9,84.1,21,"1,427","121,150.60"
2017-07-10,82.7,82.7,84.9,84.9,1,8,661.6
2017-07-11,83.2,83.1,83.2,84.9,2,200,"16,630.00"
2017-07-12,85.2,83.7,83.7,83.2,2,113,"9,462.60"
2017-07-13,85.2,84,85.1,83.7,14,"2,472","208,777.80"
2017-07-14,85.7,84.1,84.1,85.1,5,500,"42,399.00"
2017-07-17,84.5,83.5,83.7,84.1,26,"1,186","99,315.90"
2017-07-18,83.5,83.5,83.5,83.7,1,273,"22,795.50"
2017-07-19,83.5,83.5,83.5,83.5,1,"1,791","149,548.50"
2017-07-20,83.6,83.5,83.5,83.5,2,300,"25,050.20"
2017-07-21,83.5,83.5,83.5,83.5,2,545,"45,507.50"
2017-07-24,83.5,83.5,83.5,83.5,2,294,"24,549.00"
2017-07-25,83.5,83.5,83.5,83.5,1,200,"16,700.00"
2017-07-26,83.6,83.5,83.5,83.5,4,516,"43,087.10"
2017-07-27,83.6,83.6,83.5,83.5,2,10,836
2017-08-01,83.6,80,80,83.5,4,700,"57,801.10"
2017-08-02,80.1,80.1,80,80,1,40,"3,204.00"
2017-08-03,81,81,81,80,1,705,"57,105.00"
2017-08-04,83.4,83,83,81,4,121,"10,043.40"
2017-08-08,83.1,83.1,83.1,83,1,100,"8,310.00"
2017-08-09,83.5,83.5,83.1,83.1,1,10,835
2017-08-10,87,83.6,87,83.1,12,"3,860","334,774.10"
2017-08-11,88.9,87,87.6,87,19,"1,551","135,273.00"
2017-08-14,87.5,87.4,87.4,87.6,3,425,"37,155.00"
2017-08-22,82.5,82,82.5,87.4,3,102,"8,414.00"
2017-08-23,82,82,82,82.5,1,498,"40,836.00"
2017-08-25,88.4,82,82,82,2,26,"2,138.40"
2017-09-06,75,72.1,74.8,82,3,106,"7,932.60"
2017-09-11,79.1,79,79,74.8,2,600,"47,402.00"
2017-09-12,87,85,86.8,79,39,"9,218","798,568.30"
2017-09-13,87.4,86.8,86.8,86.8,11,22,"1,920.00"
2017-09-14,91,87.5,90.2,86.8,16,"42,581","3,759,628.80"
2017-09-15,90.4,89.5,90,90.2,15,"15,672","1,405,520.00"
2017-09-18,90.1,89,90,90,17,"18,200","1,637,999.10"
2017-09-19,90,89,89,90,4,"2,400","214,000.00"
2017-09-20,88.5,88.5,88.5,89,6,"1,450","128,325.00"
2017-09-25,89.9,89.8,89.9,88.5,4,"1,000","89,890.00"
2017-09-26,86.1,86.1,89.9,89.9,1,5,430.5
2017-09-27,90,90,90,89.9,2,100,"9,000.00"
2017-09-28,90,90,90,90,7,"5,000","450,000.00"
2017-09-29,90,90,90,90,2,"1,500","135,000.00"
2017-10-02,90,90,90,90,3,"1,500","135,000.00"
2017-10-03,92,90,92,90,6,"2,500","227,010.00"
2017-10-04,92,92,92,92,2,"2,000","184,000.00"
2017-10-09,90.2,90.2,90.2,92,2,723,"65,214.60"
2017-10-11,90.3,90.3,90.2,90.2,1,1,90.3
2017-10-12,90.5,90.5,90.2,90.2,1,90,"8,145.00"
2017-10-16,92,91.1,90.2,90.2,3,26,"2,370.40"
2017-10-17,92.3,92,92.3,90.2,5,291,"26,850.00"
2017-10-20,92.3,91.1,91.2,92.3,4,454,"41,419.80"
2017-10-23,92.2,92,92.2,91.2,3,600,"55,301.00"
2017-10-24,92.2,92.2,92.2,92.2,1,20,"1,844.00"
2017-10-25,91.1,91.1,91.1,92.2,1,100,"9,110.00"
2017-10-26,92,91.1,91.1,91.1,5,923,"84,098.00"
2017-10-27,90,85,90,91.1,8,739,"64,350.00"
2017-10-31,91,90,90,90,3,502,"45,183.00"
2017-11-01,91,90.1,90.1,90,2,"1,508","135,878.00"
2017-11-06,91,90.1,90.1,90.1,3,356,"32,076.50"
2017-11-07,90.1,90.1,90.1,90.1,2,101,"9,100.10"
2017-11-08,90.1,90.1,90.1,90.1,1,100,"9,010.00"
2017-11-09,89.5,89.5,89.5,90.1,3,"1,029","92,095.50"
2017-11-13,88,88,88,89.5,1,"1,000","88,000.00"
2017-11-14,88,85.1,87.9,88,10,"2,472","217,350.80"
2017-11-15,85.1,84.5,84.9,87.9,5,613,"52,058.50"
2017-11-16,85,85,85,84.9,1,598,"50,830.00"
2017-11-17,85,85,85,85,1,10,850
2017-11-20,89.6,85,86.5,85,10,"4,436","383,686.00"
2017-11-21,89.9,86,86,86.5,6,600,"52,069.10"
2017-11-22,86.3,86,86.1,86,3,500,"43,070.00"
2017-11-24,92.9,89.3,90,86.1,17,"617,427","55,568,225.80"
2017-11-28,87,87,87,90,1,300,"26,100.00"
2017-11-29,87,87,87,87,1,"2,500","217,500.00"
2017-11-30,89.9,89.9,87,87,1,10,899
2017-12-04,87,87,87,87,1,241,"20,967.00"
2017-12-05,90,89,90,87,3,"6,950","625,450.00"
2017-12-07,90,90,90,90,1,190,"17,100.00"
2017-12-08,90,90,90,90,2,"1,000","90,000.00"
2017-12-11,90.1,90,90.1,90,3,229,"20,620.00"
2017-12-12,90.1,90,90,90.1,7,"7,000","630,020.00"
2017-12-13,90,90,90,90,9,"2,275","204,750.00"
2017-12-15,90,90,90,90,2,"1,000","90,000.00"
2017-12-18,87.3,87,87,90,3,900,"78,313.00"
2017-12-19,87,87,87,87,1,2,174
2017-12-26,91,91,87,87,1,67,"6,097.00"
2017-12-29,94.8,94.8,87,87,1,5,474
2018-01-03,88.5,88.4,88.4,87,2,200,"17,685.00"
2018-01-05,89.5,89.5,89.5,88.4,1,"6,000","537,000.00"
2018-01-08,92.8,89.6,89.7,89.5,2,195,"17,488.00"
2018-01-09,89.6,89.6,89.6,89.7,2,278,"24,908.80"
2018-01-11,89.8,89.8,89.8,89.6,1,150,"13,470.00"
2018-01-16,93.9,89.8,89.8,89.8,8,"9,200","826,980.00"
2018-01-18,89.5,89.5,89.5,89.8,1,200,"17,900.00"
2018-01-22,89.6,89.6,89.5,89.5,1,1,89.6
2018-01-24,89.8,89.5,89.5,89.5,2,71,"6,369.20"
2018-01-25,89.5,89.5,89.5,89.5,1,"5,000","447,500.00"
2018-01-26,89.5,88,88,89.5,4,"5,351","478,388.00"
2018-01-30,97.6,97.6,88,88,1,3,292.8
2018-02-01,89,89,89,88,1,100,"8,900.00"
2018-02-09,92,90,90,89,2,300,"27,200.00"
2018-02-12,90,89,90,90,3,"5,045","454,045.00"
2018-02-14,90,89,90,90,2,"5,005","450,445.00"
2018-02-19,90.1,90,90,90,8,"10,010","900,909.00"
2018-02-21,90.2,90.2,90,90,1,1,90.2
2018-02-28,97.1,86.5,88.2,90,5,305,"26,735.90"
2018-03-05,93,93,93,88.2,2,101,"9,393.00"
2018-03-07,93,93,93,93,1,45,"4,185.00"
2018-03-08,94.5,93,94.2,93,11,"2,395","225,283.10"
2018-03-09,96,94.6,96,94.2,8,238,"22,840.80"
2018-03-12,96.5,96.5,96,96,1,70,"6,755.00"
2018-03-13,100,97,98.9,96,27,"3,490","345,039.80"
2018-03-14,114.9,107,108.1,98.9,113,"37,082","4,041,434.40"
2018-03-15,111,107.9,108,108.1,28,"30,928","3,343,104.00"
2018-03-16,109,107.3,108,108,21,"2,519","272,365.30"
2018-03-19,110,106.5,107.6,108,55,"21,776","2,356,180.30"
2018-03-20,106.5,106,106.5,107.6,31,"8,733","930,059.50"
2018-03-21,107.5,105,105.7,106.5,76,"36,376","3,851,770.10"
2018-03-22,96.7,90.1,94.6,105.7,13,"4,271","405,735.00"
2018-03-23,95,90.1,94.9,94.6,3,175,"16,368.00"
2018-03-26,91,90,90,94.9,8,902,"81,182.00"
2018-03-27,88.2,85,85.9,90,9,122,"10,476.40"
2018-03-29,89.2,85,87.7,85.9,9,763,"66,946.40"
2018-04-02,89.5,89.3,89.5,87.7,6,655,"58,592.00"
2018-04-03,89.5,89.5,89.5,89.5,3,550,"49,225.00"
2018-04-04,89.4,89.4,89.5,89.5,2,13,"1,162.20"
2018-04-05,89,89,89,89.5,1,100,"8,900.00"
2018-04-09,89.4,89.3,89.4,89,5,332,"29,675.80"
2018-04-10,95,89.1,89.6,89.4,5,134,"12,009.60"
2018-04-12,90,90,89.6,89.6,2,20,"1,800.00"
2018-04-16,89.4,89.4,89.4,89.6,2,100,"8,940.00"
2018-04-17,89.1,89.1,89.4,89.4,1,10,891
2018-04-18,92,91,89.4,89.4,4,12,"1,095.00"
2018-04-19,93,89,89,89.4,8,567,"50,541.30"
2018-04-20,93,93,89,89,1,1,93
2018-04-24,92,92,89,89,1,1,92
2018-04-25,89.1,88,89.1,89,13,"2,485","221,162.40"
2018-04-27,92,92,89.1,89.1,1,10,920
2018-05-01,91,88.1,88.5,89.1,5,203,"17,965.40"
2018-05-02,91,90,90,88.5,3,220,"19,900.00"
2018-05-03,86.5,86.5,90,90,1,3,259.5
2018-05-04,90,86.7,86.7,90,2,150,"13,170.00"
2018-05-09,89.7,89.7,86.7,86.7,1,30,"2,691.00"
2018-05-10,89,88.6,86.7,86.7,2,15,"1,331.00"
2018-05-11,88.6,88,88.2,86.7,3,140,"12,344.00"
2018-05-14,89.7,89.7,88.2,88.2,1,1,89.7
2018-05-16,88.2,87.5,87.6,88.2,6,718,"62,880.60"
2018-05-17,88,87.6,87.6,87.6,3,201,"17,609.00"
2018-05-18,89.5,87.6,89.1,87.6,15,940,"83,272.80"
2018-05-21,90,88,88,89.1,8,304,"26,764.30"
2018-05-23,88.5,87.8,87.8,88,5,"1,235","108,491.90"
2018-05-24,88.5,88.5,87.8,87.8,1,1,88.5
2018-05-25,88.5,87.7,87.8,87.8,5,698,"61,293.00"
2018-05-28,86.3,86.3,87.8,87.8,1,3,258.9
2018-05-30,87,86.2,86.4,87.8,6,598,"51,673.70"
2018-05-31,88.5,88.5,86.4,86.4,1,2,177
2018-06-01,85,80.4,81.8,86.4,23,"7,129","590,149.00"
2018-06-04,82,80.5,80.9,81.8,6,605,"48,910.00"
2018-06-05,81.8,80.5,80.7,80.9,7,518,"41,775.50"
2018-06-06,80.3,80,80,80.7,9,"1,810","144,991.00"
2018-06-07,81.6,78,78,80,9,"2,512","197,032.00"
2018-06-08,79.9,79.9,78,78,2,16,"1,278.40"
2018-06-11,77.9,77.9,77.9,78,4,230,"17,917.00"
2018-06-12,77.2,77,77.2,77.9,4,122,"9,415.20"
2018-06-13,77.4,77.4,77.2,77.2,1,1,77.4
2018-06-14,77.4,77.4,77.4,77.2,1,500,"38,700.00"
2018-06-18,77.4,76.1,77,77.4,7,516,"39,691.10"
2018-06-19,77,77,77,77,3,61,"4,697.00"
2018-06-20,77,76.5,77,77,3,434,"33,257.00"
2018-06-21,76.1,75,75,77,6,487,"36,547.40"
2018-06-22,76,75,75.2,75,17,"3,890","292,609.40"
2018-06-25,74.9,74.9,75.2,75.2,4,81,"6,066.90"
2018-06-26,81.5,74.9,74.9,75.2,9,743,"56,086.50"
2018-06-28,75,75,75,74.9,1,"1,934","145,050.00"
2018-06-29,79.8,79.8,75,75,1,2,159.6
2018-07-03,75.4,75.4,75.4,75,1,100,"7,540.00"
2018-07-04,79.8,75,75,75.4,3,202,"15,159.50"
2018-07-05,79.7,75,75,75,19,"1,777","133,284.20"
2018-07-06,79.2,77.9,75,75,2,2,157.1
2018-07-11,79.3,75,78,75,7,409,"31,257.70"
2018-07-12,77.9,77.9,78,78,1,1,77.9
2018-07-16,77,77,78,78,2,5,385
2018-07-17,76.9,74.4,75,78,10,"1,265","94,874.50"
2018-07-18,76.9,74.4,75,75,6,201,"15,081.90"
2018-07-19,75.1,75,75,75,7,"1,212","90,905.00"
2018-07-20,76.8,74.5,74.5,75,5,311,"23,171.80"
2018-07-23,76.8,75,75,74.5,5,259,"19,524.00"
2018-07-24,76.9,75,75,75,12,"2,026","151,951.90"
2018-07-25,75,75,75,75,10,"2,068","155,100.00"
2018-07-26,75,75,75,75,12,"2,268","170,100.00"
2018-07-30,75,75,75,75,7,550,"41,250.00"
2018-07-31,75,74.3,74.3,75,3,205,"15,235.00"
2018-08-01,74.2,74,74,74.3,7,875,"64,774.50"
2018-08-02,74,74,74,74,5,800,"59,200.00"
2018-08-06,75,75,74,74,1,1,75
2018-08-10,75,75,74,74,1,2,150
2018-08-13,73.8,73.8,74,74,1,10,738
2018-08-14,73.6,73.5,73.5,74,3,"1,000","73,501.00"
2018-08-15,73.5,73.5,73.5,73.5,3,34,"2,499.00"
2018-08-16,72,70,70.1,73.5,20,"3,715","260,163.50"
2018-08-17,70.1,70.1,70.1,70.1,4,665,"46,616.50"
2018-08-20,70.1,69.9,69.9,70.1,5,737,"51,563.70"
2018-08-21,69,69,69,69.9,2,110,"7,590.00"
2018-08-28,67.5,67.5,69,69,1,7,472.5
2018-08-29,67.5,67.5,69,69,2,9,607.5
2018-08-30,70,67.5,70,69,2,220,"15,350.00"
2018-08-31,74.4,66,70.6,70,19,"1,509","101,957.10"
2018-09-04,69.9,69.9,70.6,70.6,1,15,"1,048.50"
2018-09-05,69.9,68,68,70.6,6,206,"14,036.50"
2018-09-07,69.9,67,67.3,68,9,421,"28,356.70"
2018-09-10,68,68,67.3,67.3,2,6,408
2018-09-11,67.9,67.9,67.3,67.3,1,2,135.8
2018-09-12,67.1,67,67,67.3,9,"1,270","85,093.50"
2018-09-13,67,65,65.2,67,11,"1,765","115,156.50"
2018-09-14,66.1,66.1,65.2,65.2,3,89,"5,882.90"
2018-09-18,66.9,66.9,65.2,65.2,1,2,133.8
2018-09-19,66.8,66,66,65.2,5,456,"30,112.00"
2018-09-20,66,66,66,66,1,200,"13,200.00"
2018-09-25,66.5,66.5,66,66,1,50,"3,325.00"
2018-09-26,66.5,65,65,66,5,"2,934","190,836.00"
2018-09-27,65,65,65,65,4,"1,056","68,640.00"
2018-10-01,64,62,62.1,65,8,"1,500","95,032.70"
2018-10-03,63.9,63.9,62.1,62.1,1,20,"1,278.00"
2018-10-04,69.5,64.4,65,62.1,5,733,"47,858.00"
2018-10-08,69.4,69.4,65,65,1,1,69.4
2018-10-12,69,64.4,64.4,65,4,"2,900","199,640.00"
2018-10-18,64.4,64.4,64.4,64.4,1,100,"6,440.00"
2018-10-19,64.3,64.3,64.4,64.4,1,50,"3,215.00"
2018-10-26,64,63,63.9,64.4,7,"4,221","269,644.00"
2018-10-29,64,64,64,63.9,4,189,"12,096.00"
2018-10-30,64,64,64,64,13,"3,095","198,080.00"
2018-10-31,64,63,63,64,7,608,"38,368.00"
2018-11-01,65,62.9,63.6,63,11,"4,499","283,835.00"
2018-11-02,65,63,63,63.6,7,397,"25,133.00"
2018-11-05,66,65,65,63,3,"1,005","65,330.00"
2018-11-07,63.5,63.1,63.2,65,5,701,"44,293.10"
2018-11-08,68.5,68.5,68.5,63.2,2,300,"20,550.00"
2018-11-12,68.5,64,64.1,68.5,8,765,"49,772.60"
2018-11-13,65,65,64.1,64.1,1,1,65
2018-11-14,63.7,58,58.6,64.1,15,"1,359","81,438.60"
2018-11-16,61.9,58.4,61.9,58.6,14,"1,015","60,029.50"
2018-11-19,60,58.4,58.5,61.9,11,905,"53,143.00"
2018-11-21,60,55.5,57.6,58.5,22,"7,508","437,966.90"
2018-11-23,58,56.5,57.7,57.6,10,"6,661","385,613.00"
2018-11-26,58,57.1,57.1,57.7,10,"6,300","364,950.00"
2018-11-27,58,58,58,57.1,3,"1,000","58,000.00"
2018-11-28,62.9,62.9,58,58,1,1,62.9
2018-11-29,58.6,58.5,58.5,58,3,300,"17,560.00"
2018-11-30,60,60,58.5,58.5,1,10,600
2018-12-04,60,59,60,58.5,3,250,"14,850.00"
2018-12-05,60.9,57.6,57.8,60,8,"1,377","80,106.60"
2018-12-06,62.1,58.5,58.5,57.8,3,481,"28,142.10"
2018-12-07,61.7,60,58.5,58.5,2,10,615.3
2018-12-11,61.7,61.7,61.7,58.5,1,100,"6,170.00"
2018-12-12,58,58,58,61.7,3,209,"12,122.00"
2018-12-14,58,58,58,58,1,1,58
2018-12-17,58,58,58,58,3,100,"5,800.00"
2018-12-19,58.1,58,58,58,9,550,"31,911.10"
2018-12-20,61.4,58.1,58.6,58,6,565,"33,144.50"
2018-12-21,58.1,58.1,58.1,58.6,2,310,"18,011.00"
2018-12-26,61,60,60.1,58.1,3,211,"12,770.00"
2018-12-28,61.3,61.1,61.2,60.1,2,430,"26,331.00"
2018-12-31,63.9,61.5,63.8,61.2,5,352,"22,391.60"
